transaction_id,transaction_time,transaction_amount,merchant_category,location,card_type,transaction_type,device_type,is_international,previous_fraud,fraud_label
TXN004673,2026-01-18T18:24:31.056Z,58.61,Retail,Dubai,Amex,Online,Desktop,true,false,0
TXN004674,2025-12-12T18:28:45.289Z,1414.37,Online,Sydney,MasterCard,ATM,Tablet,false,false,0
TXN004675,2026-01-19T04:10:06.568Z,1022.19,Utilities,Tokyo,MasterCard,POS,Mobile,false,false,0
TXN004676,2025-12-31T04:18:56.002Z,1670.75,Utilities,Toronto,Visa,Online,Tablet,true,true,1
TXN004677,2026-02-17T04:47:03.640Z,1442.76,Online,Dubai,Amex,ATM,Mobile,false,false,0
TXN004678,2026-01-26T08:25:01.986Z,1364.01,Utilities,London,Amex,ATM,Tablet,false,false,0
TXN004679,2026-01-25T21:17:34.624Z,151.06,Retail,Paris,MasterCard,ATM,Tablet,false,false,0
TXN004680,2026-01-01T07:11:51.727Z,1243.22,Groceries,Dubai,Amex,POS,Mobile,false,false,0
TXN004681,2025-11-24T02:21:42.279Z,147.95,Utilities,Tokyo,Visa,Online,Desktop,false,false,0
TXN004682,2025-12-10T16:56:41.219Z,1023.70,Dining,Paris,MasterCard,Online,Desktop,false,false,0
TXN004683,2026-02-25T13:17:09.319Z,3016.02,Retail,Toronto,Discover,Online,Desktop,false,true,1
TXN004684,2026-01-20T18:43:52.490Z,82.77,Retail,Paris,Visa,ATM,Mobile,false,false,0
TXN004685,2025-11-23T08:01:57.365Z,199.43,Utilities,Paris,MasterCard,ATM,Desktop,false,false,0
TXN004686,2026-01-11T05:19:15.745Z,1414.65,Travel,Tokyo,Visa,ATM,Desktop,false,false,0
TXN004687,2026-01-13T08:33:01.593Z,2401.80,Dining,London,Discover,Online,Mobile,false,false,1
TXN004688,2026-02-20T17:48:25.645Z,310.33,Entertainment,Dubai,Amex,ATM,Desktop,false,false,0
TXN004689,2026-01-11T18:15:06.854Z,523.92,Retail,Sydney,Discover,Online,Mobile,false,false,0
TXN004690,2026-02-03T16:17:09.419Z,778.63,Entertainment,Toronto,Discover,ATM,Mobile,true,false,0
TXN004691,2026-02-19T23:02:17.278Z,852.66,Groceries,New York,Discover,Online,Mobile,false,false,0
TXN004692,2026-01-11T04:31:47.985Z,1409.42,Entertainment,London,Amex,ATM,Mobile,false,false,0
TXN004693,2026-01-12T12:19:22.696Z,537.01,Online,Berlin,Visa,ATM,Mobile,false,false,0
TXN004694,2026-02-03T22:06:28.104Z,1234.94,Utilities,Berlin,Discover,POS,Desktop,false,false,0
TXN004695,2026-02-08T12:36:35.371Z,935.34,Groceries,Toronto,Amex,Online,Desktop,false,false,0
TXN004696,2025-12-15T17:38:08.991Z,253.20,Dining,Toronto,Discover,ATM,Mobile,false,false,0
TXN004697,2025-12-17T07:12:06.991Z,597.05,Groceries,Berlin,Amex,ATM,Desktop,false,false,0
TXN004698,2025-12-07T23:10:34.627Z,325.90,Online,Dubai,Discover,ATM,Desktop,false,false,0
TXN004699,2026-01-04T10:25:42.998Z,1970.86,Groceries,Berlin,Amex,Online,Desktop,true,true,1
TXN004700,2025-12-01T08:50:52.089Z,624.70,Entertainment,Dubai,Visa,ATM,Mobile,false,false,0
TXN004701,2025-11-29T23:06:54.213Z,491.47,Dining,Paris,MasterCard,POS,Mobile,false,false,0
TXN004702,2026-02-16T01:18:36.284Z,1471.33,Groceries,London,MasterCard,POS,Desktop,false,false,0
TXN004703,2026-02-28T01:06:15.988Z,486.33,Groceries,Toronto,Amex,POS,Tablet,false,false,0
TXN004704,2026-01-07T17:32:53.805Z,3708.85,Utilities,Toronto,Amex,Online,Tablet,false,true,1
TXN004705,2026-01-01T20:49:28.498Z,973.52,Dining,Toronto,MasterCard,ATM,Tablet,false,false,0
TXN004706,2026-01-29T05:02:01.439Z,1448.30,Utilities,Berlin,Amex,Online,Mobile,false,false,0
TXN004707,2026-01-09T04:17:35.646Z,655.05,Retail,New York,MasterCard,POS,Mobile,true,false,0
TXN004708,2026-03-07T12:22:51.749Z,77.55,Dining,New York,MasterCard,ATM,Mobile,false,true,0
TXN004709,2026-01-05T21:42:09.678Z,1224.70,Groceries,Sydney,Amex,POS,Desktop,false,false,0
TXN004710,2026-02-17T23:49:26.069Z,698.84,Retail,Berlin,Visa,Online,Desktop,false,false,0
TXN004711,2025-12-02T09:07:56.799Z,1164.07,Utilities,Paris,MasterCard,ATM,Desktop,true,false,0
TXN004712,2025-12-19T07:20:06.848Z,1198.86,Utilities,Berlin,Discover,ATM,Tablet,false,false,0
TXN004713,2025-11-16T08:58:35.171Z,1429.28,Entertainment,Berlin,Amex,POS,Mobile,false,false,0
TXN004714,2026-01-04T15:29:21.100Z,396.19,Dining,Berlin,MasterCard,POS,Desktop,false,false,0
TXN004715,2026-02-05T03:09:20.273Z,17.71,Online,Berlin,Visa,ATM,Tablet,false,true,0
TXN004716,2025-12-08T00:42:18.895Z,660.78,Groceries,Tokyo,MasterCard,POS,Mobile,false,false,0
TXN004717,2026-02-24T04:00:53.719Z,1429.47,Travel,Paris,MasterCard,Online,Desktop,false,false,0
TXN004718,2026-03-02T17:06:42.473Z,469.23,Dining,Toronto,Visa,ATM,Desktop,false,false,0
TXN004719,2025-12-03T10:05:54.426Z,1275.92,Retail,Tokyo,Amex,Online,Tablet,false,false,0
TXN004720,2026-01-29T03:24:28.392Z,1275.48,Entertainment,New York,MasterCard,POS,Mobile,false,false,0
TXN004721,2026-02-12T20:04:36.712Z,3308.15,Dining,London,Amex,ATM,Tablet,false,false,1
TXN004722,2026-02-18T14:41:22.869Z,1422.57,Entertainment,Dubai,MasterCard,POS,Tablet,false,false,0
TXN004723,2025-12-02T07:41:54.529Z,551.72,Retail,Tokyo,Amex,Online,Mobile,false,false,0
TXN004724,2026-01-07T19:43:49.945Z,1388.16,Travel,Sydney,MasterCard,ATM,Mobile,true,false,0
TXN004725,2026-03-06T18:05:32.274Z,712.45,Dining,Paris,Amex,Online,Desktop,false,false,0
TXN004726,2026-03-01T22:58:50.828Z,1475.52,Online,Dubai,Amex,POS,Tablet,false,false,0
TXN004727,2025-12-12T08:48:27.599Z,1369.06,Retail,Sydney,Amex,ATM,Tablet,false,false,0
TXN004728,2026-02-24T14:38:09.797Z,394.94,Groceries,Dubai,MasterCard,Online,Mobile,false,false,0
TXN004729,2025-12-14T02:26:32.589Z,260.23,Utilities,Berlin,MasterCard,POS,Desktop,false,false,0
TXN004730,2026-02-27T05:57:10.483Z,844.37,Retail,Toronto,MasterCard,ATM,Tablet,false,false,0
TXN004731,2025-11-18T16:04:47.257Z,85.43,Online,New York,Visa,POS,Mobile,false,false,0
TXN004732,2025-12-19T07:51:03.518Z,1200.65,Travel,Berlin,Amex,POS,Mobile,false,false,0
TXN004733,2026-02-28T03:18:37.837Z,24.03,Retail,Tokyo,MasterCard,Online,Desktop,false,true,0
TXN004734,2026-03-07T00:51:15.070Z,1437.86,Dining,Toronto,Discover,Online,Tablet,false,false,0
TXN004735,2025-11-26T19:35:49.918Z,743.44,Retail,London,Visa,POS,Tablet,false,false,0
TXN004736,2025-11-24T21:35:53.899Z,442.37,Utilities,Paris,Discover,ATM,Desktop,false,false,0
TXN004737,2025-12-05T01:42:00.791Z,1082.30,Dining,Tokyo,Amex,POS,Mobile,false,false,0
TXN004738,2026-02-23T00:07:20.525Z,1440.06,Dining,New York,Discover,POS,Tablet,true,false,0
TXN004739,2026-02-19T11:57:02.007Z,330.84,Groceries,New York,Amex,Online,Desktop,false,false,0
TXN004740,2026-02-11T22:41:51.339Z,1306.64,Online,Paris,MasterCard,POS,Tablet,false,false,0
TXN004741,2025-12-29T13:08:27.833Z,578.48,Retail,Toronto,Amex,Online,Desktop,false,false,0
TXN004742,2025-12-30T03:50:47.505Z,565.91,Dining,London,Visa,ATM,Mobile,false,false,0
TXN004743,2025-12-29T23:02:31.266Z,1456.39,Utilities,Tokyo,MasterCard,Online,Tablet,false,false,0
TXN004744,2026-02-20T06:45:40.810Z,355.23,Utilities,New York,MasterCard,POS,Tablet,false,false,0
TXN004745,2025-11-15T18:41:06.412Z,351.62,Travel,Sydney,Amex,Online,Mobile,false,false,0
TXN004746,2025-12-23T05:15:18.355Z,1422.86,Retail,Paris,MasterCard,POS,Mobile,false,false,0
TXN004747,2025-11-23T19:31:11.327Z,2283.61,Online,Dubai,Amex,ATM,Mobile,true,false,1
TXN004748,2025-12-12T13:09:49.847Z,131.11,Entertainment,New York,Visa,Online,Desktop,false,false,0
TXN004749,2026-03-01T15:32:23.380Z,1106.87,Groceries,Dubai,MasterCard,Online,Tablet,false,false,0
TXN004750,2025-11-25T18:41:58.050Z,194.32,Retail,Dubai,Visa,Online,Desktop,false,false,0
TXN004751,2026-01-27T14:15:49.258Z,928.07,Groceries,New York,Discover,POS,Tablet,false,false,0
TXN004752,2026-01-31T18:53:13.811Z,987.25,Online,Toronto,Amex,ATM,Mobile,false,false,0
TXN004753,2026-01-06T15:06:00.807Z,1207.53,Dining,Tokyo,MasterCard,ATM,Mobile,false,false,0
TXN004754,2025-12-27T03:46:05.892Z,687.20,Dining,Tokyo,Amex,Online,Mobile,false,false,0
TXN004755,2026-01-15T10:14:22.348Z,983.29,Entertainment,Berlin,Visa,ATM,Mobile,false,false,0
TXN004756,2026-01-28T01:59:46.199Z,1072.97,Travel,Sydney,Visa,ATM,Tablet,false,false,0
TXN004757,2025-12-12T11:18:01.735Z,1500.36,Dining,Dubai,MasterCard,Online,Tablet,false,false,0
TXN004758,2025-12-20T05:53:30.148Z,744.27,Utilities,Tokyo,Visa,Online,Desktop,false,true,0
TXN004759,2025-11-21T19:04:26.399Z,1288.14,Travel,Sydney,Discover,POS,Mobile,false,false,0
TXN004760,2026-01-16T18:05:13.542Z,1258.17,Online,Toronto,Discover,POS,Tablet,false,false,0
TXN004761,2025-11-12T17:28:57.645Z,212.71,Retail,New York,Visa,ATM,Mobile,false,false,0
TXN004762,2025-12-04T10:07:06.951Z,554.02,Dining,Berlin,Visa,POS,Tablet,false,false,0
TXN004763,2026-01-03T07:32:56.211Z,199.55,Travel,London,Amex,ATM,Mobile,false,false,0
TXN004764,2026-02-02T09:07:32.975Z,1026.68,Travel,New York,Amex,ATM,Mobile,false,false,0
TXN004765,2025-12-17T07:20:36.005Z,21.66,Utilities,Toronto,Discover,POS,Mobile,false,false,0
TXN004766,2026-02-18T19:00:16.459Z,4102.00,Travel,Sydney,Amex,POS,Desktop,true,true,1
TXN004767,2025-12-10T00:06:13.334Z,2570.59,Online,Tokyo,Discover,POS,Desktop,false,true,1
TXN004768,2026-03-01T13:31:45.504Z,1309.55,Entertainment,Tokyo,Amex,Online,Mobile,false,false,0
TXN004769,2025-11-27T00:03:28.766Z,475.50,Groceries,London,Amex,ATM,Tablet,false,false,0
TXN004770,2026-01-30T16:54:33.447Z,457.12,Retail,New York,MasterCard,Online,Tablet,false,false,0
TXN004771,2026-01-30T19:32:34.615Z,1283.17,Utilities,Tokyo,MasterCard,ATM,Tablet,false,false,0
TXN004772,2025-12-05T02:49:15.965Z,1495.08,Online,Paris,Amex,ATM,Tablet,false,false,0
TXN004773,2026-02-25T18:26:12.418Z,102.77,Utilities,Tokyo,Visa,Online,Mobile,false,false,0
TXN004774,2026-01-30T13:18:58.121Z,3244.44,Utilities,New York,Amex,ATM,Mobile,true,false,1
TXN004775,2025-12-22T06:02:56.101Z,157.05,Utilities,Toronto,Amex,ATM,Tablet,false,false,0
TXN004776,2026-01-04T05:42:34.822Z,49.65,Entertainment,New York,Visa,POS,Desktop,false,false,0
TXN004777,2026-03-07T17:55:04.694Z,363.29,Groceries,Tokyo,Discover,Online,Desktop,false,false,0
TXN004778,2025-12-09T03:43:32.299Z,527.19,Utilities,New York,MasterCard,Online,Desktop,false,false,0
TXN004779,2025-11-14T01:37:44.410Z,1500.33,Groceries,Paris,Discover,ATM,Mobile,false,false,0
TXN004780,2026-01-31T23:10:33.401Z,296.31,Retail,Paris,MasterCard,Online,Mobile,false,false,0
TXN004781,2025-11-13T04:13:18.247Z,295.86,Utilities,Paris,MasterCard,Online,Tablet,false,false,0
TXN004782,2025-12-04T03:36:07.535Z,14.85,Entertainment,Tokyo,MasterCard,ATM,Tablet,true,false,0
TXN004783,2025-12-31T19:31:34.108Z,246.47,Dining,Dubai,Amex,POS,Mobile,false,false,0
TXN004784,2025-12-22T15:36:10.950Z,796.25,Online,Dubai,Amex,ATM,Tablet,false,false,0
TXN004785,2026-01-31T18:48:07.013Z,628.75,Travel,Berlin,Visa,ATM,Mobile,false,false,0
TXN004786,2025-12-05T16:24:13.442Z,162.08,Entertainment,Paris,Visa,ATM,Tablet,false,false,0
TXN004787,2026-02-10T12:09:39.607Z,888.69,Groceries,Toronto,Discover,POS,Mobile,false,false,0
TXN004788,2025-12-14T02:40:48.671Z,972.13,Online,New York,MasterCard,POS,Tablet,false,false,0
TXN004789,2026-02-24T13:43:30.615Z,1323.80,Online,Paris,Amex,POS,Mobile,false,false,0
TXN004790,2025-12-03T04:34:42.824Z,1160.54,Retail,New York,Amex,POS,Tablet,false,false,0
TXN004791,2025-11-15T01:51:06.375Z,305.43,Travel,Sydney,Visa,Online,Desktop,false,false,0
TXN004792,2026-01-06T08:51:37.157Z,252.98,Online,Berlin,Discover,ATM,Mobile,false,false,0
TXN004793,2025-12-24T13:35:49.826Z,1025.44,Dining,New York,Discover,ATM,Tablet,false,false,0
TXN004794,2026-02-23T07:20:40.418Z,1186.99,Travel,Paris,MasterCard,POS,Mobile,false,true,0
TXN004795,2025-11-17T10:11:15.670Z,1449.29,Dining,Toronto,Discover,Online,Tablet,false,false,0
TXN004796,2025-11-17T19:22:05.978Z,1135.27,Groceries,Dubai,MasterCard,Online,Desktop,false,false,0
TXN004797,2025-12-14T04:17:03.701Z,135.08,Online,Toronto,Visa,POS,Tablet,true,false,0
TXN004798,2025-12-11T18:07:06.847Z,1304.24,Entertainment,Sydney,Amex,ATM,Mobile,false,false,0
TXN004799,2026-01-23T12:51:50.401Z,609.03,Travel,Sydney,Visa,Online,Mobile,true,false,0
TXN004800,2025-12-13T01:40:21.986Z,727.15,Utilities,New York,Discover,POS,Mobile,false,false,0
TXN004801,2026-01-08T23:25:06.390Z,974.73,Groceries,Paris,Amex,Online,Tablet,true,false,0
TXN004802,2026-01-29T15:18:31.603Z,242.70,Travel,Sydney,Amex,POS,Mobile,false,false,0
TXN004803,2025-12-08T16:15:53.663Z,1180.96,Retail,Toronto,Discover,POS,Mobile,false,false,0
TXN004804,2026-02-13T22:20:49.722Z,78.34,Groceries,Dubai,Visa,Online,Mobile,false,false,0
TXN004805,2026-01-17T01:44:32.365Z,545.92,Travel,Paris,Visa,ATM,Tablet,false,false,0
TXN004806,2025-11-28T11:14:54.828Z,1380.18,Entertainment,Dubai,Discover,POS,Mobile,false,false,0
TXN004807,2026-01-30T13:39:56.019Z,1110.50,Retail,Paris,MasterCard,ATM,Desktop,false,false,0
TXN004808,2025-12-03T10:15:01.372Z,794.67,Utilities,London,Visa,Online,Mobile,false,false,0
TXN004809,2026-02-25T05:32:50.877Z,378.82,Online,Toronto,Discover,ATM,Desktop,false,false,0
TXN004810,2026-02-10T08:28:41.754Z,544.55,Retail,Dubai,Visa,ATM,Tablet,false,false,0
TXN004811,2026-01-07T04:26:18.087Z,3610.79,Entertainment,London,Amex,ATM,Desktop,true,true,1
TXN004812,2025-12-09T03:02:30.783Z,1405.03,Groceries,Dubai,Amex,Online,Desktop,false,false,0
TXN004813,2025-12-08T14:09:21.594Z,572.44,Travel,Paris,Visa,ATM,Desktop,false,false,0
TXN004814,2026-03-05T19:12:10.100Z,1034.96,Dining,London,Amex,ATM,Tablet,true,false,0
TXN004815,2026-02-21T21:17:41.507Z,20.91,Entertainment,Dubai,Amex,Online,Mobile,false,false,0
TXN004816,2025-12-23T14:33:10.074Z,1084.42,Dining,Berlin,Visa,POS,Tablet,false,false,1
TXN004817,2025-12-14T03:54:50.287Z,714.10,Dining,Tokyo,Visa,POS,Mobile,false,false,0
TXN004818,2025-12-11T13:16:35.765Z,306.32,Online,New York,Discover,ATM,Desktop,false,false,0
TXN004819,2026-01-01T02:08:26.141Z,1418.41,Dining,Tokyo,Visa,Online,Desktop,false,false,0
TXN004820,2025-12-29T13:17:17.254Z,74.42,Groceries,Dubai,MasterCard,ATM,Desktop,false,false,0
TXN004821,2025-11-20T18:00:21.133Z,622.59,Dining,Berlin,MasterCard,ATM,Mobile,false,false,0
TXN004822,2026-01-27T15:16:15.718Z,379.67,Groceries,Tokyo,MasterCard,Online,Tablet,false,false,0
TXN004823,2026-01-09T16:29:44.948Z,1135.13,Online,Berlin,Visa,POS,Desktop,true,false,0
TXN004824,2025-12-23T19:25:47.809Z,56.96,Travel,Paris,Amex,ATM,Desktop,false,false,0
TXN004825,2025-12-16T22:09:52.491Z,1380.68,Retail,London,Amex,Online,Desktop,false,false,0
TXN004826,2026-02-09T17:50:46.049Z,1272.37,Groceries,New York,MasterCard,ATM,Mobile,true,false,0
TXN004827,2026-02-19T10:37:54.120Z,507.51,Dining,Sydney,Visa,ATM,Tablet,false,false,0
TXN004828,2026-02-25T11:20:51.268Z,594.74,Utilities,Dubai,Discover,Online,Desktop,false,false,0
TXN004829,2025-12-15T05:35:43.849Z,31.06,Groceries,Tokyo,Discover,Online,Desktop,false,false,0
TXN004830,2025-12-12T13:26:05.069Z,1487.25,Online,Tokyo,Amex,POS,Desktop,true,false,0
TXN004831,2026-01-26T01:49:38.588Z,389.02,Online,Berlin,Discover,Online,Tablet,false,false,0
TXN004832,2025-12-15T22:28:41.616Z,602.62,Groceries,London,MasterCard,POS,Tablet,false,false,0
TXN004833,2026-02-25T00:09:24.721Z,1225.42,Utilities,London,Discover,ATM,Mobile,false,false,0
TXN004834,2026-01-23T13:01:31.517Z,250.02,Retail,Sydney,Discover,ATM,Desktop,false,false,0
TXN004835,2025-12-08T17:42:23.648Z,471.16,Entertainment,Sydney,MasterCard,POS,Desktop,false,false,0
TXN004836,2026-02-24T17:16:11.890Z,2710.77,Entertainment,Toronto,MasterCard,ATM,Mobile,true,true,1
TXN004837,2026-01-30T01:33:22.703Z,1488.10,Groceries,Berlin,MasterCard,ATM,Desktop,false,false,0
TXN004838,2025-12-10T03:12:44.960Z,734.21,Travel,Berlin,Visa,ATM,Mobile,false,false,0
TXN004839,2025-11-25T23:42:29.801Z,1197.64,Online,Toronto,Visa,ATM,Tablet,false,false,0
TXN004840,2026-01-24T09:39:01.360Z,507.00,Online,Dubai,Visa,Online,Desktop,false,false,0
TXN004841,2025-12-26T22:57:32.334Z,1445.98,Groceries,Dubai,MasterCard,Online,Mobile,false,false,0
TXN004842,2025-12-01T08:00:59.909Z,218.87,Groceries,Toronto,Visa,ATM,Mobile,false,false,0
TXN004843,2025-12-18T04:48:22.663Z,1480.62,Retail,Sydney,Discover,POS,Desktop,false,false,0
TXN004844,2026-02-12T14:48:48.081Z,701.92,Dining,Berlin,Discover,ATM,Desktop,false,false,0
TXN004845,2026-03-01T14:45:04.316Z,1253.18,Utilities,New York,Amex,POS,Desktop,true,false,0
TXN004846,2026-01-03T21:05:27.461Z,708.99,Dining,Toronto,Amex,Online,Mobile,false,false,0
TXN004847,2026-03-05T23:59:30.623Z,422.92,Dining,Dubai,Discover,ATM,Desktop,false,false,0
TXN004848,2025-12-28T03:15:25.756Z,84.18,Utilities,Dubai,Discover,ATM,Tablet,false,false,0
TXN004849,2026-01-09T08:06:09.765Z,727.84,Dining,Paris,MasterCard,Online,Desktop,false,false,0
TXN004850,2025-11-23T18:57:38.513Z,177.56,Dining,Berlin,Discover,POS,Mobile,false,false,0
TXN004851,2026-03-01T04:18:43.199Z,744.51,Dining,Toronto,Amex,POS,Desktop,false,false,0
TXN004852,2026-03-06T22:57:27.339Z,1290.81,Retail,Tokyo,Amex,POS,Mobile,false,false,0
TXN004853,2026-01-16T03:38:57.657Z,1344.49,Utilities,Sydney,Visa,POS,Tablet,false,false,0
TXN004854,2026-02-28T08:39:26.290Z,1308.26,Groceries,Dubai,Discover,POS,Desktop,false,false,0
TXN004855,2025-12-09T17:11:38.729Z,738.84,Retail,Paris,Amex,ATM,Desktop,false,false,0
TXN004856,2025-11-28T15:29:23.573Z,1221.03,Groceries,Tokyo,Visa,POS,Tablet,false,false,0
TXN004857,2025-12-28T02:00:43.013Z,1233.28,Dining,London,Visa,POS,Desktop,false,false,0
TXN004858,2026-03-01T03:24:39.806Z,1496.17,Utilities,New York,MasterCard,Online,Desktop,true,false,0
TXN004859,2025-12-05T16:04:18.732Z,716.71,Online,Paris,Discover,ATM,Mobile,false,false,0
TXN004860,2025-12-11T15:22:04.970Z,974.86,Groceries,Dubai,Discover,Online,Tablet,true,true,0
TXN004861,2025-11-21T06:42:57.516Z,980.50,Online,Toronto,Visa,ATM,Tablet,false,false,0
TXN004862,2026-02-15T20:43:07.977Z,932.48,Retail,New York,Amex,ATM,Mobile,false,false,0
TXN004863,2026-01-18T02:06:29.505Z,1469.38,Online,New York,Amex,POS,Tablet,false,false,0
TXN004864,2025-12-30T20:21:25.900Z,23.43,Groceries,London,Visa,POS,Tablet,false,false,0
TXN004865,2026-01-17T20:12:37.173Z,372.43,Online,London,Visa,ATM,Mobile,false,false,0
TXN004866,2025-12-03T20:14:25.885Z,1211.75,Entertainment,New York,Discover,Online,Mobile,false,false,0
TXN004867,2025-11-26T02:57:47.992Z,662.62,Entertainment,Berlin,MasterCard,Online,Tablet,false,false,0
TXN004868,2025-12-09T06:13:34.647Z,517.32,Online,New York,Discover,Online,Mobile,false,false,0
TXN004869,2026-02-18T19:29:28.133Z,400.94,Online,Paris,MasterCard,ATM,Desktop,false,false,0
TXN004870,2026-01-04T01:46:38.264Z,821.53,Dining,London,Discover,POS,Mobile,false,false,0
TXN004871,2026-03-03T15:37:07.120Z,1017.88,Retail,Tokyo,MasterCard,POS,Tablet,false,false,0
TXN004872,2026-02-17T00:51:40.036Z,190.02,Groceries,Toronto,MasterCard,POS,Desktop,false,false,0
TXN004873,2026-01-12T20:23:05.772Z,1175.04,Groceries,New York,Discover,Online,Desktop,false,false,0
TXN004874,2025-12-01T09:56:00.993Z,34.92,Retail,Toronto,MasterCard,ATM,Mobile,false,false,0
TXN004875,2025-12-21T13:08:55.285Z,350.65,Retail,Dubai,Visa,ATM,Mobile,false,false,0
TXN004876,2025-11-13T18:34:35.066Z,163.06,Groceries,Toronto,Amex,Online,Mobile,false,false,0
TXN004877,2026-02-09T14:06:05.164Z,501.21,Online,Toronto,Amex,POS,Mobile,false,false,0
TXN004878,2026-02-01T15:31:51.006Z,1010.75,Groceries,Toronto,MasterCard,ATM,Tablet,false,false,0
TXN004879,2025-12-14T16:56:35.650Z,3963.22,Retail,Sydney,Visa,POS,Mobile,true,false,1
TXN004880,2026-02-25T13:05:06.818Z,777.84,Retail,Dubai,Amex,POS,Mobile,false,false,0
TXN004881,2025-12-15T19:06:15.975Z,1089.13,Online,Toronto,MasterCard,Online,Mobile,false,false,0
TXN004882,2025-11-30T01:27:22.670Z,61.78,Entertainment,Toronto,Visa,Online,Tablet,false,false,0
TXN004883,2025-12-22T07:38:46.294Z,1232.08,Groceries,New York,Discover,ATM,Tablet,false,false,0
TXN004884,2026-02-03T01:17:38.899Z,932.00,Retail,Tokyo,Visa,ATM,Desktop,false,false,0
TXN004885,2026-02-26T20:52:23.706Z,1064.58,Travel,Sydney,Amex,Online,Tablet,true,false,0
TXN004886,2025-11-12T16:41:39.434Z,1476.12,Entertainment,Tokyo,Visa,POS,Mobile,false,false,0
TXN004887,2026-02-17T18:52:52.423Z,230.17,Retail,Toronto,Visa,ATM,Tablet,false,false,0
TXN004888,2026-01-09T08:12:38.283Z,235.39,Travel,Toronto,Discover,ATM,Mobile,false,false,0
TXN004889,2025-12-05T02:00:04.057Z,1048.29,Groceries,Dubai,MasterCard,Online,Mobile,false,false,0
TXN004890,2026-02-14T07:44:37.005Z,702.82,Groceries,London,Amex,POS,Tablet,false,false,0
TXN004891,2026-02-05T15:28:24.850Z,387.14,Dining,Sydney,Discover,POS,Mobile,false,false,0
TXN004892,2025-12-05T22:39:46.469Z,1335.25,Dining,London,Discover,POS,Desktop,false,false,0
TXN004893,2026-01-12T04:27:07.449Z,3672.49,Groceries,Paris,Visa,Online,Mobile,true,true,1
TXN004894,2026-01-17T07:49:27.883Z,155.77,Online,London,MasterCard,POS,Tablet,false,false,0
TXN004895,2026-02-17T00:24:28.546Z,1496.98,Online,Tokyo,MasterCard,ATM,Tablet,false,false,0
TXN004896,2026-01-26T17:30:23.068Z,1081.06,Utilities,London,Visa,POS,Desktop,false,false,0
TXN004897,2026-02-02T20:00:09.831Z,1251.80,Travel,Paris,MasterCard,ATM,Mobile,false,false,0
TXN004898,2026-02-21T02:39:17.203Z,836.61,Groceries,New York,Visa,Online,Tablet,false,false,0
TXN004899,2026-01-20T08:50:03.955Z,3464.97,Dining,Toronto,Visa,Online,Desktop,false,true,1
TXN004900,2026-01-20T17:15:47.291Z,124.64,Groceries,New York,Visa,ATM,Mobile,false,false,0
TXN004901,2026-02-01T00:59:49.158Z,204.49,Retail,Tokyo,Amex,Online,Mobile,true,false,0
TXN004902,2026-01-03T19:53:43.097Z,58.93,Entertainment,Sydney,Visa,POS,Desktop,false,false,0
TXN004903,2026-01-27T21:15:05.303Z,673.18,Retail,Paris,Visa,Online,Mobile,false,false,0
TXN004904,2026-01-21T03:05:01.035Z,424.29,Online,London,Discover,Online,Desktop,true,false,0
TXN004905,2025-12-13T01:48:51.047Z,926.49,Dining,New York,Discover,POS,Desktop,false,true,0
TXN004906,2025-11-22T12:38:40.713Z,247.06,Entertainment,London,MasterCard,ATM,Tablet,false,false,0
TXN004907,2026-02-11T11:43:06.439Z,596.22,Dining,New York,MasterCard,ATM,Tablet,false,false,0
TXN004908,2026-02-15T19:29:33.462Z,800.61,Dining,Toronto,MasterCard,ATM,Desktop,false,false,0
TXN004909,2026-02-23T16:28:42.651Z,1067.58,Dining,Toronto,Amex,ATM,Tablet,false,false,0
TXN004910,2026-02-23T23:21:33.748Z,735.14,Retail,Dubai,Discover,Online,Mobile,false,false,0
TXN004911,2026-01-18T15:37:13.112Z,975.33,Utilities,Toronto,Discover,Online,Tablet,false,false,0
TXN004912,2025-11-13T20:39:45.211Z,326.65,Online,Toronto,MasterCard,POS,Mobile,true,false,0
TXN004913,2026-01-31T22:42:15.714Z,427.47,Travel,Tokyo,MasterCard,POS,Mobile,false,false,0
TXN004914,2026-02-23T18:09:45.086Z,1028.24,Utilities,New York,Discover,Online,Mobile,true,false,0
TXN004915,2026-03-06T02:48:58.175Z,1054.78,Entertainment,Paris,Visa,POS,Tablet,false,false,1
TXN004916,2025-12-10T21:14:14.506Z,84.56,Dining,Berlin,Visa,Online,Desktop,false,false,0
TXN004917,2026-01-02T07:03:49.100Z,1133.72,Dining,Tokyo,Visa,ATM,Tablet,false,false,0
TXN004918,2026-01-13T22:23:29.797Z,419.71,Utilities,London,Visa,ATM,Tablet,false,false,0
TXN004919,2026-02-15T11:14:48.598Z,85.26,Utilities,Berlin,Discover,Online,Desktop,false,false,0
TXN004920,2026-01-17T22:36:27.139Z,283.53,Retail,Berlin,Visa,POS,Tablet,false,false,0
TXN004921,2026-01-24T01:13:25.322Z,521.40,Groceries,Toronto,MasterCard,ATM,Desktop,false,false,0
TXN004922,2025-12-27T17:08:19.063Z,1458.84,Retail,Tokyo,MasterCard,Online,Desktop,false,false,0
TXN004923,2026-01-13T21:52:03.805Z,1192.40,Groceries,Toronto,MasterCard,ATM,Desktop,false,false,0
TXN004924,2025-12-09T20:00:00.078Z,1138.31,Utilities,Tokyo,MasterCard,Online,Tablet,false,false,0
